scene_id,prompt,video_A_url,video_B_url
11,"""The scene consists of a large bed placed along the main wall, with matching side tables and lamps. Across from the bed is a sleek dresser with a round mirror above it. A corner of the room is accentuated with a reading nook, including a chair and a tall floor lamp.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/bed_room_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/bed_room_2.mp4
12,"""The bookstore features rows of tall wooden shelves filled with books, neatly organized by genre. A cozy reading nook with armchairs and a small table is tucked into one corner.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/bookstore_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/bookstore_0.mp4
13,"""The bookstore features a row of tall wooden shelves filled with books along a wall with round tables with seats placed in front of them. """,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/bookstore_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/bookstore_1.mp4
14,"""The bookstore includes wooden sheles on opposite walls with a long table in the center with eight chairs. There is also a reception desk at the entrance.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/bookstore_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/bookstore_2.mp4
15,"""A buffet scene with tables arranged in a U-shape, with a variety of food items placed on top. In the center, a long table is set up to seat 16 people.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/buffet_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/buffet_1.mp4
16,"""A compact buffet scene includes a single central table for food service and four smaller tables for seating, with a separate station for desserts near the exit""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/buffet_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/buffet_2.mp4
17,"""The casino features rows of brightly lit slot machines arranged in long aisles, each with a small stool in front. Colorful neon signs hang above.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/casino_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/casino_0.mp4
18,"""A poker room is set up with several round tables, each surrounded by high-back chairs. Overhead, individual pendant lights illuminate the tables, creating an intimate gaming environment.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/casino_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/casino_1.mp4
19,"""The casino includes a roulette table with a large spinning wheel in the center. Around the table, chairs are placed.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/casino_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/casino_2.mp4
20,"""The children's room features two twin beds with colorful bedding, separated by a small nightstand. A large window allows natural light to fill the room, and a small desk is placed in one corner for studying.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/children_room_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/children_room_0.mp4
21,"""The children’s room includes a bunk bed. A small play area is set up with a table and chairs, and a colorful rug covers the floor. There are several stuffed animals on the rug.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/children_room_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/children_room_1.mp4
22,"""A single bed is placed along the back wall of the children's room, with a small writing desk and chair nearby. A tent-like play structure is set up in one corner, and a large storage cabinet occupies the wall opposite the bed.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/children_room_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/children_room_2.mp4
23,"""The classroom features rows of individual desks with attached chairs arranged in neat columns. A large whiteboard spans the front wall, with a teacher’s desk placed in one corner.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/class_room_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/class_room_0.mp4
24,"""The classroom features a circular arrangement of desks, with the teacher’s chair in the middle. The back wall contains cabinets for students to store their belongings.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/class_room_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/class_room_1.mp4
25,"""A tech-focused classroom features computer desks with desktop monitors on top arranged in rows, each desk equipped with a swivel chair. A large screen is mounted at the front for presentations.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/class_room_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/class_room_2.mp4
26,"""A walk-in closet contains built-in shelves containing clothes. Along one side, there is a shoe rack with rows of neatly aligned footwear, and an ottoman sits in the center for convenience. Two floor lamps are placed on either side of the shoe rack.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/closet_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/closet_0.mp4
27,"""The walk-in closet has an entire wall covered in mirror panels. The opposite wall features wardrobes. In the center, there are two ottomans and an armchiar. It also has overhead lighting to illuminate the space.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/closet_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/closet_1.mp4
28,"""The clothing store features parallel rows of hanging clothes along either side of the room with three tables in the center displaying additional clothes.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/clothing_store_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/clothing_store_0.mp4
29,"""The clothing store features several hanging clothes in the center of the room in a grid pattern. Along the left and right walls, there are shelves. A couch is placed in the back for customers to sit.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/clothing_store_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/clothing_store_1.mp4
30,"""The clothing store features a cluster of display tables in the center with several clothes on top. A cashiers desk is placed in the back with a row of mannequins along the left wall.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/clothing_store_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/clothing_store_2.mp4
31,"""The computer room features a row of computer desks with desktop monitors along one wall. A large whiteboard is mounted on the opposite wall, and a large table is placed in the center with stools around it.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/computer_room_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/computer_room_0.mp4
32,"""The computer room includes a grid of several computer desks, chairs with desktop monitors arranged in the center of the room. A large whiteboard is mounted on the back wall.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/computer_room_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/computer_room_1.mp4
33,"""The computer room features a several wall mounted computer monitors along the left wall. Along the left wall, there are several computer desks with desktop monitors and chairs. Towards the right, there is a large table with printers and scanners placed on top.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/computer_room_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/computer_room_2.mp4
34,"""A corridor scene features a long hallway with doors on either side. The walls are adorned with framed artwork, and a runner rug lines the center of the floor.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/corridor_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/corridor_0.mp4
35,"""The corridor features a door each along the left and right walls. A runner rug lines the center of the floor, several paintings are placed the front which are visible to couches placed in the back.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/corridor_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/corridor_2.mp4
36,"""The deli features several refrigerated units along the back wall, with a row of long glass display counter filled with fresh sandwiches and salads, positioned at some distance in front of them. A row of bar stools lines a counter along the wall with a huge window for casual seating.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/deli_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/deli_0.mp4
37,"""The deli features a rectangular counter with overhead pendant lighting, with several food items placed on top. Near the windows, a few two-seater tables provide seating.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/deli_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/deli_1.mp4
38,"""The deli has an open-plan layout with a rectangular display case at the front showcasing fresh items. Behind the case, there is a cutting station, and small round tables are placed along the opposite wall for dining""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/deli_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/deli_2.mp4
39,"""The dental office features a reclining dental chair in the center, with a tray of instruments nearby. A large overhead light provides illumination, and a computer monitor displays patient records.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/dental_office_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/dental_office_0.mp4
40,"""The dentail office features a reception desk, a waiting area with a few chairs in the middle. Along the back wall, there are three dental chairs with a tray of instruments placed next to each. There are plants, floor lamps placed near the reception desk.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/dental_office_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/dental_office_2.mp4
41,"""A large rectangular dining table is placed in the center of the room, surrounded by eight chairs. A pendant light hangs directly above the table, while a buffet cabinet with decor items rests along the back wall.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/dining_room_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/dining_room_0.mp4
42,"""A small dining table for four is positioned in the corner of the room next to a large window, allowing natural light to brighten the space. A tall bookshelf stands on the adjacent wall.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/dining_room_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/dining_room_1.mp4
43,"""A cozy dining setup includes a small rectangular table with two chairs on one side and a bench on the other. A pendant light illuminates the table, and a tall cabinet with glass doors is positioned along the side wall for storage.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/dining_room_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/dining_room_2.mp4
44,"""The fast food scene includes rows of tables and chairs for dining. A counter with a menu board above it is positioned at the front.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/fast_food_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/fast_food_0.mp4
45,"""The layout includes an open kitchen area visible in the back with a ordering counter in front of it. A digital menu board is mounted on the adjacent wall. The seating area in the center features small round tables and chairs arranged in clusters.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/fast_food_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/fast_food_1.mp4
46,"""The fast food restaurant features an ordering counter in the back with a digital menu board above it. The dining area includes a row of tables and chairs for customers along the right wall with a large window. Additional seats are placed in the center.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/fast_food_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/fast_food_2.mp4
47,"""The florist shop features a central display table with a variety of fresh flower bouquets on top. Along the walls, there are shelves, while a refrigerated unit for exotic flowers is placed in the corner.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/flourist_shop_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/flourist_shop_0.mp4
48,"""The flourist shop features a central display table with flower bouquets on top, and floor lamps illuminating the arrangements. Along the walls, there are additional tables with potted plants""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/flourist_shop_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/flourist_shop_1.mp4
49,"""The flourist shop features a reception area, several air conditioning units are placed along the walls, and a refrigerated unit for exotic flowers is placed in the corner. Several plants are arranged in the center of the room.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/flourist_shop_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/flourist_shop_2.mp4
50,"""The room contains a ping-pong table in the middle. A mini-fridge is placed in one corner, and a beanbag seating area is set up on the opposite side. There is a small end table with wine bottles and glasses placed on top.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/game_room_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/game_room_0.mp4
51,"""A game room features a large pool table in the center with pendant lights hanging above. Along one wall, there is a tall shelving unit, while a cozy seating area with two armchairs and a small table is placed in the corner.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/game_room_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/game_room_1.mp4
52,"""The game room has a large TV mounted on the wall, accompanied by a gaming console on a media unit below it. Two gaming chairs are placed in front of the TV, with a small snack bar along the adjacent wall.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/game_room_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/game_room_2.mp4
53,"""The garage contains a car parked in the center with a workbench along one wall. Three shelves are placed along the back wall. A pegboard with tools is mounted on the right wall""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/garage_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/garage_0.mp4
54,"""The garage is organized with two cars parked side by side, with a recycling station along the back wall. Several storage cabinets are placed along the left wall, and a ladder is propped against the right wall.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/garage_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/garage_1.mp4
55,"""A spacious garage has a car parked on one side and a motorcycle on the other. Along the back wall, there is a large cabinet with compartments for tools and accessories. Next to the cabinet is a chair. """,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/garage_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/garage_2.mp4
56,"""A modern greenhouse is organized with vertical racks on either side of a central pathway with rows of plants placed in the center. Overhead, grow lights are evenly spaced, ensuring all plants receive adequate illumination.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/greenhouse_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/greenhouse_0.mp4
57,"""A wide greenhouse scene includes rows of plants placed along the two opposing walls. A round table is placed in the center of the room with a watering can, a small plant pot and a gardening book placed on it.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/greenhouse_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/greenhouse_1.mp4
58,"""A greenhouse scene includes rows of plants hanging from the ceiling along the two opposite walls. On the floor, potted plants are arranged in a grid pattern, with a small round table placed in a corner with a watering can and a gardening book.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/greenhouse_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/greenhouse_2.mp4
59,"""The grocery store features a row of shopping cars along the left wall with the cashier desk placed centerally near the front. Shelves are placed along the back and right walls and a round table is placed in the center displaying fresh produce.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/grocery_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/grocery_2.mp4
60,"""A gym scene contains a treadmill and a stationary bike positioned along one wall, with a large mirror mounted on the opposite wall. A set of dumbbells is neatly arranged on a rack near the corner.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/gym_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/gym_0.mp4
61,"""The gym features a row of three treadmills placed along a wall with a TV mounted above them. In the opposite corner, there is a row of stationary bikes. A water cooker is placed near the entrance.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/gym_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/gym_1.mp4
62,"""The center of the gym has several stationary bikes arranged in a grid pattern with a TV mounted on their front wall. Behind them, a row of treadmills are placed along the wall.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/gym_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/gym_2.mp4
63,"""The scene includes a cozy waiting area with plush chairs, a coffee table holding magazines, and a potted plant in the corner. A reception desk is positioned nearby.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/hair_salon_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/hair_salon_0.mp4
64,"""The hair salon features a row of styling stations with large mirrors and comfortable chairs. A central washing station is set up with reclining chairs and a shelf of hair care products.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/hair_salon_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/hair_salon_1.mp4
65,"""The salon is divided into two sections: one for styling stations arranged in a linear format and another for a wash area at the back with three sinks and a storage cabinet.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/hair_salon_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/hair_salon_2.mp4
66,"""The hospital room has a pair of beds with an IV stand next to each. Between the beds is a shared side table holding a water pitcher""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/hospital_room_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/hospital_room_0.mp4
67,"""A spacious hospital room features an adjustable bed positioned in the middle with a portable commode chair nearby. On one wall, a compact couch provides seating for visitors.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/hospital_room_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/hospital_room_1.mp4
68,"""The room features a large hospital bed with an overhead light fixture and a swivel tray table. A small desk and ergonomic chair are placed in one corner for patient or visitor use.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/hospital_room_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/hospital_room_2.mp4
69,"""The shop includes a central island with a round glass showcase displaying premium jewelry items. Along the walls, built-in wooden cabinets house additional displays with spotlight illumination.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/jewelery_shop_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/jewelery_shop_0.mp4
70,"""The jewelry shop features several glass cabinets along the main wall. In the center is a long display counter with upholstered stools for customers to try on items. There is also a resting area of those waiting which includes a couch and an armchair.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/jewelery_shop_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/jewelery_shop_1.mp4
71,"""The jewelry shop features three rows of glass counter tops with jewelry on display along with two upholstered stools for customers to try on items. There are several light fixtures on the ceiling to illuminate the displays.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/jewelery_shop_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/jewelery_shop_2.mp4
72,"""A kindergarten classroom has 6 small desks and chairs arranged in a grid, with a large whiteboard at the front of the room. A rug with alphabet patterns is placed near the corner, along with a few beanbags.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/kindergarten_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/kindergarten_0.mp4
73,"""The scene includes a crafting area with a long table surrounded by tiny chairs, topped with jars of crayons, markers, and scissors. Art made by children is displayed on the walls.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/kindergarten_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/kindergarten_1.mp4
74,"""A vibrant kindergarten scene includes a reading corner with beanbags, a bookshelf filled with colorful picture books, and a felt board for interactive storytelling on the wall.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/kindergarten_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/kindergarten_2.mp4
75,"""The kitchen features a large island in the center along the main wall, with a marble countertop and bar stools on one side. The adjacent wall has a row of cabinets. A small dining area is setup in the corner with a round table and two chairs.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/kitchen_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/kitchen_0.mp4
76,"""A spacious kitchen features a island layout and a dining bar with seating for four. Along one wall, there is a pantry with pull-out shelves.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/kitchen_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/kitchen_1.mp4
77,"""The kitchen features a large island in the center of the back wall with a marble countertop. Along one wall, there is a row of cabinets and there is a coffee table with two armchairs in the corner.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/kitchen_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/kitchen_2.mp4
78,"""The laboratory has a row of lab tables, each equipped with a computer terminal and research equipment. On one side, there is a refrigerated storage unit for samples.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/laboratory_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/laboratory_0.mp4
79,"""A biology lab features a dissection table in the center, surrounded by cabinets filled with specimen jars and labeled containers. A microscope and slides are set up on a side table.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/laboratory_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/laboratory_1.mp4
80,"""The scene includes a single row of stacked washers and dryers along the back wall. In front of the machines, there are benches for customers to sit and wait, with a vending machine for snacks in one corner.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/laundromat_0.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/laundromat_0.mp4
81,"""The room features two rows of machines, with washers on one side and dryers on the other. At the entrance, there is a coin exchange machine and a bulletin board with advertisements.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/laundromat_1.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/laundromat_1.mp4
82,"""The laundromat scene includes an L-shaped configuration of machines with washers in one row and dryers in another. Near the entrance, there are vending machines for detergent and softeners.""",https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/sceneprog/laundromat_2.mp4,https://sceneprog-nautilus.s3.us-west-1.amazonaws.com/cvpr/holodeck/laundromat_2.mp4
