scene_id,prompt,video_A_url,video_B_url
11,"""The scene consists of a large bed placed along the main wall, with matching side tables and lamps. Across from the bed is a sleek dresser with a round mirror above it. A corner of the room is accentuated with a reading nook, including a chair and a tall floor lamp.""",../sceneprog/bed_room_2.mp4,../nn/bed_room_2.mp4
12,"""The bookstore features rows of tall wooden shelves filled with books, neatly organized by genre. A cozy reading nook with armchairs and a small table is tucked into one corner.""",../sceneprog/bookstore_0.mp4,../nn/bookstore_0.mp4
13,"""The bookstore features a row of tall wooden shelves filled with books along a wall with round tables with seats placed in front of them. """,../sceneprog/bookstore_1.mp4,../nn/bookstore_1.mp4
14,"""The bookstore includes wooden sheles on opposite walls with a long table in the center with eight chairs. There is also a reception desk at the entrance.""",../sceneprog/bookstore_2.mp4,../nn/bookstore_2.mp4
15,"""A buffet scene with tables arranged in a U-shape, with a variety of food items placed on top. In the center, a long table is set up to seat 16 people.""",../sceneprog/buffet_1.mp4,../nn/buffet_1.mp4
16,"""A compact buffet scene includes a single central table for food service and four smaller tables for seating, with a separate station for desserts near the exit""",../sceneprog/buffet_2.mp4,../nn/buffet_2.mp4
17,"""The casino features rows of brightly lit slot machines arranged in long aisles, each with a small stool in front. Colorful neon signs hang above.""",../sceneprog/casino_0.mp4,../nn/casino_0.mp4
18,"""A poker room is set up with several round tables, each surrounded by high-back chairs. Overhead, individual pendant lights illuminate the tables, creating an intimate gaming environment.""",../sceneprog/casino_1.mp4,../nn/casino_1.mp4
19,"""The casino includes a roulette table with a large spinning wheel in the center. Around the table, chairs are placed.""",../sceneprog/casino_2.mp4,../nn/casino_2.mp4
20,"""The children's room features two twin beds with colorful bedding, separated by a small nightstand. A large window allows natural light to fill the room, and a small desk is placed in one corner for studying.""",../sceneprog/children_room_0.mp4,../nn/children_room_0.mp4
21,"""The children’s room includes a bunk bed. A small play area is set up with a table and chairs, and a colorful rug covers the floor. There are several stuffed animals on the rug.""",../sceneprog/children_room_1.mp4,../nn/children_room_1.mp4
22,"""A single bed is placed along the back wall of the children's room, with a small writing desk and chair nearby. A tent-like play structure is set up in one corner, and a large storage cabinet occupies the wall opposite the bed.""",../sceneprog/children_room_2.mp4,../nn/children_room_2.mp4
23,"""The classroom features rows of individual desks with attached chairs arranged in neat columns. A large whiteboard spans the front wall, with a teacher’s desk placed in one corner.""",../sceneprog/class_room_0.mp4,../nn/class_room_0.mp4
24,"""The classroom features a circular arrangement of desks, with the teacher’s chair in the middle. The back wall contains cabinets for students to store their belongings.""",../sceneprog/class_room_1.mp4,../nn/class_room_1.mp4
25,"""A tech-focused classroom features computer desks with desktop monitors on top arranged in rows, each desk equipped with a swivel chair. A large screen is mounted at the front for presentations.""",../sceneprog/class_room_2.mp4,../nn/class_room_2.mp4
26,"""A walk-in closet contains built-in shelves containing clothes. Along one side, there is a shoe rack with rows of neatly aligned footwear, and an ottoman sits in the center for convenience. Two floor lamps are placed on either side of the shoe rack.""",../sceneprog/closet_0.mp4,../nn/closet_0.mp4
27,"""The walk-in closet has an entire wall covered in mirror panels. The opposite wall features wardrobes. In the center, there are two ottomans and an armchiar. It also has overhead lighting to illuminate the space.""",../sceneprog/closet_1.mp4,../nn/closet_1.mp4
28,"""The clothing store features parallel rows of hanging clothes along either side of the room with three tables in the center displaying additional clothes.""",../sceneprog/clothing_store_0.mp4,../nn/clothing_store_0.mp4
29,"""The clothing store features several hanging clothes in the center of the room in a grid pattern. Along the left and right walls, there are shelves. A couch is placed in the back for customers to sit.""",../sceneprog/clothing_store_1.mp4,../nn/clothing_store_1.mp4
30,"""The clothing store features a cluster of display tables in the center with several clothes on top. A cashiers desk is placed in the back with a row of mannequins along the left wall.""",../sceneprog/clothing_store_2.mp4,../nn/clothing_store_2.mp4
31,"""The computer room features a row of computer desks with desktop monitors along one wall. A large whiteboard is mounted on the opposite wall, and a large table is placed in the center with stools around it.""",../sceneprog/computer_room_0.mp4,../nn/computer_room_0.mp4
32,"""The computer room includes a grid of several computer desks, chairs with desktop monitors arranged in the center of the room. A large whiteboard is mounted on the back wall.""",../sceneprog/computer_room_1.mp4,../nn/computer_room_1.mp4
33,"""The computer room features a several wall mounted computer monitors along the left wall. Along the left wall, there are several computer desks with desktop monitors and chairs. Towards the right, there is a large table with printers and scanners placed on top.""",../sceneprog/computer_room_2.mp4,../nn/computer_room_2.mp4
34,"""A corridor scene features a long hallway with doors on either side. The walls are adorned with framed artwork, and a runner rug lines the center of the floor.""",../sceneprog/corridor_0.mp4,../nn/corridor_0.mp4
35,"""The corridor features a door each along the left and right walls. A runner rug lines the center of the floor, several paintings are placed the front which are visible to couches placed in the back.""",../sceneprog/corridor_2.mp4,../nn/corridor_2.mp4
36,"""The deli features several refrigerated units along the back wall, with a row of long glass display counter filled with fresh sandwiches and salads, positioned at some distance in front of them. A row of bar stools lines a counter along the wall with a huge window for casual seating.""",../sceneprog/deli_0.mp4,../nn/deli_0.mp4
37,"""The deli features a rectangular counter with overhead pendant lighting, with several food items placed on top. Near the windows, a few two-seater tables provide seating.""",../sceneprog/deli_1.mp4,../nn/deli_1.mp4
38,"""The deli has an open-plan layout with a rectangular display case at the front showcasing fresh items. Behind the case, there is a cutting station, and small round tables are placed along the opposite wall for dining""",../sceneprog/deli_2.mp4,../nn/deli_2.mp4
39,"""The dental office features a reclining dental chair in the center, with a tray of instruments nearby. A large overhead light provides illumination, and a computer monitor displays patient records.""",../sceneprog/dental_office_0.mp4,../nn/dental_office_0.mp4
40,"""The dentail office features a reception desk, a waiting area with a few chairs in the middle. Along the back wall, there are three dental chairs with a tray of instruments placed next to each. There are plants, floor lamps placed near the reception desk.""",../sceneprog/dental_office_2.mp4,../nn/dental_office_2.mp4
41,"""A large rectangular dining table is placed in the center of the room, surrounded by eight chairs. A pendant light hangs directly above the table, while a buffet cabinet with decor items rests along the back wall.""",../sceneprog/dining_room_0.mp4,../nn/dining_room_0.mp4
42,"""A small dining table for four is positioned in the corner of the room next to a large window, allowing natural light to brighten the space. A tall bookshelf stands on the adjacent wall.""",../sceneprog/dining_room_1.mp4,../nn/dining_room_1.mp4
43,"""A cozy dining setup includes a small rectangular table with two chairs on one side and a bench on the other. A pendant light illuminates the table, and a tall cabinet with glass doors is positioned along the side wall for storage.""",../sceneprog/dining_room_2.mp4,../nn/dining_room_2.mp4
44,"""The fast food scene includes rows of tables and chairs for dining. A counter with a menu board above it is positioned at the front.""",../sceneprog/fast_food_0.mp4,../nn/fast_food_0.mp4
45,"""The layout includes an open kitchen area visible in the back with a ordering counter in front of it. A digital menu board is mounted on the adjacent wall. The seating area in the center features small round tables and chairs arranged in clusters.""",../sceneprog/fast_food_1.mp4,../nn/fast_food_1.mp4
46,"""The fast food restaurant features an ordering counter in the back with a digital menu board above it. The dining area includes a row of tables and chairs for customers along the right wall with a large window. Additional seats are placed in the center.""",../sceneprog/fast_food_2.mp4,../nn/fast_food_2.mp4
47,"""The florist shop features a central display table with a variety of fresh flower bouquets on top. Along the walls, there are shelves, while a refrigerated unit for exotic flowers is placed in the corner.""",../sceneprog/flourist_shop_0.mp4,../nn/flourist_shop_0.mp4
48,"""The flourist shop features a central display table with flower bouquets on top, and floor lamps illuminating the arrangements. Along the walls, there are additional tables with potted plants""",../sceneprog/flourist_shop_1.mp4,../nn/flourist_shop_1.mp4
49,"""The flourist shop features a reception area, several air conditioning units are placed along the walls, and a refrigerated unit for exotic flowers is placed in the corner. Several plants are arranged in the center of the room.""",../sceneprog/flourist_shop_2.mp4,../nn/flourist_shop_2.mp4
50,"""The room contains a ping-pong table in the middle. A mini-fridge is placed in one corner, and a beanbag seating area is set up on the opposite side. There is a small end table with wine bottles and glasses placed on top.""",../sceneprog/game_room_0.mp4,../nn/game_room_0.mp4
51,"""A game room features a large pool table in the center with pendant lights hanging above. Along one wall, there is a tall shelving unit, while a cozy seating area with two armchairs and a small table is placed in the corner.""",../sceneprog/game_room_1.mp4,../nn/game_room_1.mp4
52,"""The game room has a large TV mounted on the wall, accompanied by a gaming console on a media unit below it. Two gaming chairs are placed in front of the TV, with a small snack bar along the adjacent wall.""",../sceneprog/game_room_2.mp4,../nn/game_room_2.mp4
53,"""The garage contains a car parked in the center with a workbench along one wall. Three shelves are placed along the back wall. A pegboard with tools is mounted on the right wall""",../sceneprog/garage_0.mp4,../nn/garage_0.mp4
54,"""The garage is organized with two cars parked side by side, with a recycling station along the back wall. Several storage cabinets are placed along the left wall, and a ladder is propped against the right wall.""",../sceneprog/garage_1.mp4,../nn/garage_1.mp4
55,"""A spacious garage has a car parked on one side and a motorcycle on the other. Along the back wall, there is a large cabinet with compartments for tools and accessories. Next to the cabinet is a chair. """,../sceneprog/garage_2.mp4,../nn/garage_2.mp4
56,"""A modern greenhouse is organized with vertical racks on either side of a central pathway with rows of plants placed in the center. Overhead, grow lights are evenly spaced, ensuring all plants receive adequate illumination.""",../sceneprog/greenhouse_0.mp4,../nn/greenhouse_0.mp4
57,"""A wide greenhouse scene includes rows of plants placed along the two opposing walls. A round table is placed in the center of the room with a watering can, a small plant pot and a gardening book placed on it.""",../sceneprog/greenhouse_1.mp4,../nn/greenhouse_1.mp4
58,"""A greenhouse scene includes rows of plants hanging from the ceiling along the two opposite walls. On the floor, potted plants are arranged in a grid pattern, with a small round table placed in a corner with a watering can and a gardening book.""",../sceneprog/greenhouse_2.mp4,../nn/greenhouse_2.mp4
59,"""The grocery store features a row of shopping cars along the left wall with the cashier desk placed centerally near the front. Shelves are placed along the back and right walls and a round table is placed in the center displaying fresh produce.""",../sceneprog/grocery_2.mp4,../nn/grocery_2.mp4
60,"""A gym scene contains a treadmill and a stationary bike positioned along one wall, with a large mirror mounted on the opposite wall. A set of dumbbells is neatly arranged on a rack near the corner.""",../sceneprog/gym_0.mp4,../nn/gym_0.mp4
61,"""The gym features a row of three treadmills placed along a wall with a TV mounted above them. In the opposite corner, there is a row of stationary bikes. A water cooker is placed near the entrance.""",../sceneprog/gym_1.mp4,../nn/gym_1.mp4
62,"""The center of the gym has several stationary bikes arranged in a grid pattern with a TV mounted on their front wall. Behind them, a row of treadmills are placed along the wall.""",../sceneprog/gym_2.mp4,../nn/gym_2.mp4
63,"""The scene includes a cozy waiting area with plush chairs, a coffee table holding magazines, and a potted plant in the corner. A reception desk is positioned nearby.""",../sceneprog/hair_salon_0.mp4,../nn/hair_salon_0.mp4
64,"""The hair salon features a row of styling stations with large mirrors and comfortable chairs. A central washing station is set up with reclining chairs and a shelf of hair care products.""",../sceneprog/hair_salon_1.mp4,../nn/hair_salon_1.mp4
65,"""The salon is divided into two sections: one for styling stations arranged in a linear format and another for a wash area at the back with three sinks and a storage cabinet.""",../sceneprog/hair_salon_2.mp4,../nn/hair_salon_2.mp4
66,"""The hospital room has a pair of beds with an IV stand next to each. Between the beds is a shared side table holding a water pitcher""",../sceneprog/hospital_room_0.mp4,../nn/hospital_room_0.mp4
67,"""A spacious hospital room features an adjustable bed positioned in the middle with a portable commode chair nearby. On one wall, a compact couch provides seating for visitors.""",../sceneprog/hospital_room_1.mp4,../nn/hospital_room_1.mp4
68,"""The room features a large hospital bed with an overhead light fixture and a swivel tray table. A small desk and ergonomic chair are placed in one corner for patient or visitor use.""",../sceneprog/hospital_room_2.mp4,../nn/hospital_room_2.mp4
69,"""The shop includes a central island with a round glass showcase displaying premium jewelry items. Along the walls, built-in wooden cabinets house additional displays with spotlight illumination.""",../sceneprog/jewelery_shop_0.mp4,../nn/jewelery_shop_0.mp4
70,"""The jewelry shop features several glass cabinets along the main wall. In the center is a long display counter with upholstered stools for customers to try on items. There is also a resting area of those waiting which includes a couch and an armchair.""",../sceneprog/jewelery_shop_1.mp4,../nn/jewelery_shop_1.mp4
71,"""The jewelry shop features three rows of glass counter tops with jewelry on display along with two upholstered stools for customers to try on items. There are several light fixtures on the ceiling to illuminate the displays.""",../sceneprog/jewelery_shop_2.mp4,../nn/jewelery_shop_2.mp4
72,"""A kindergarten classroom has 6 small desks and chairs arranged in a grid, with a large whiteboard at the front of the room. A rug with alphabet patterns is placed near the corner, along with a few beanbags.""",../sceneprog/kindergarten_0.mp4,../nn/kindergarten_0.mp4
73,"""The scene includes a crafting area with a long table surrounded by tiny chairs, topped with jars of crayons, markers, and scissors. Art made by children is displayed on the walls.""",../sceneprog/kindergarten_1.mp4,../nn/kindergarten_1.mp4
74,"""A vibrant kindergarten scene includes a reading corner with beanbags, a bookshelf filled with colorful picture books, and a felt board for interactive storytelling on the wall.""",../sceneprog/kindergarten_2.mp4,../nn/kindergarten_2.mp4
75,"""The kitchen features a large island in the center along the main wall, with a marble countertop and bar stools on one side. The adjacent wall has a row of cabinets. A small dining area is setup in the corner with a round table and two chairs.""",../sceneprog/kitchen_0.mp4,../nn/kitchen_0.mp4
76,"""A spacious kitchen features a island layout and a dining bar with seating for four. Along one wall, there is a pantry with pull-out shelves.""",../sceneprog/kitchen_1.mp4,../nn/kitchen_1.mp4
77,"""The kitchen features a large island in the center of the back wall with a marble countertop. Along one wall, there is a row of cabinets and there is a coffee table with two armchairs in the corner.""",../sceneprog/kitchen_2.mp4,../nn/kitchen_2.mp4
78,"""The laboratory has a row of lab tables, each equipped with a computer terminal and research equipment. On one side, there is a refrigerated storage unit for samples.""",../sceneprog/laboratory_0.mp4,../nn/laboratory_0.mp4
79,"""A biology lab features a dissection table in the center, surrounded by cabinets filled with specimen jars and labeled containers. A microscope and slides are set up on a side table.""",../sceneprog/laboratory_1.mp4,../nn/laboratory_1.mp4
80,"""The scene includes a single row of stacked washers and dryers along the back wall. In front of the machines, there are benches for customers to sit and wait, with a vending machine for snacks in one corner.""",../sceneprog/laundromat_0.mp4,../nn/laundromat_0.mp4
81,"""The room features two rows of machines, with washers on one side and dryers on the other. At the entrance, there is a coin exchange machine and a bulletin board with advertisements.""",../sceneprog/laundromat_1.mp4,../nn/laundromat_1.mp4
82,"""The laundromat scene includes an L-shaped configuration of machines with washers in one row and dryers in another. Near the entrance, there are vending machines for detergent and softeners.""",../sceneprog/laundromat_2.mp4,../nn/laundromat_2.mp4
83,"""The library features rows of tall bookshelves along the two opposing walls. A central reading area is set up with plush armchairs and coffee tables""",../sceneprog/library_0.mp4,../nn/library_0.mp4
84,"""The library features rows of bookshelves placed in a U-shape along the walls. In the center, there are several reading tables with chairs. There is a reception desk in the front""",../sceneprog/library_1.mp4,../nn/library_1.mp4
85,"""The library includes a central reading area with a long table and several chairs, and tall floor lamps placed around it. Along the walls, there are tall bookshelves filled with books. A reception desk is placed near the entrance.""",../sceneprog/library_2.mp4,../nn/library_2.mp4
86,"""A modern living room features a long sectional couch with a coffee table in front. On its front wall, a large TV is mounted above a media console, and a decorative rug covers the floor.""",../sceneprog/living_room_0.mp4,../nn/living_room_0.mp4
87,"""The living room centers around a plush sofa facing a fireplace. Flanking the fireplace are two tall bookcases filled with decor, and a soft area rug ties the space together.""",../sceneprog/living_room_1.mp4,../nn/living_room_1.mp4
88,"""In a living room, comfortable three-seater sofa is placed along the wall, accompanied by a round coffee table in front. On one side of the sofa, a tall bookshelf holds decor and books, while the other side has a floor lamp for reading.""",../sceneprog/living_room_2.mp4,../nn/living_room_2.mp4
89,"""The lobby has a minimalist design, with a row of sleek leather chairs arranged along one wall. A digital information board is mounted on the opposite wall, displaying schedules and announcements. Small end tables are placed in front of each chair with some magazines.""",../sceneprog/lobby_1.mp4,../nn/lobby_1.mp4
90,"""The lobby is designed for a hotel, with a concierge desk to one side and luggage storage racks to the other. A row of small sofas lines the back wall, and a central table holds fresh flowers.""",../sceneprog/lobby_2.mp4,../nn/lobby_2.mp4
91,"""The locker room features a row of metal lockers along one wall, with a wooden bench placed in front of them. On the opposite wall, there is a mirror above a sink and a hand dryer mounted nearby.""",../sceneprog/locker_room_0.mp4,../nn/locker_room_0.mp4
92,"""The room consists of two rows of metal lockers facing each other, separated by a wide bench in the middle. On one end of the room, there is a sink area with wall-mounted soap dispensers and a large mirror.""",../sceneprog/locker_room_1.mp4,../nn/locker_room_1.mp4
93,"""The scene consists of a locker room with steel lockers arranged in a U-shape. A set of shoe racks is placed near the entrance, and a small table holds bottles of sanitizer and towels.""",../sceneprog/locker_room_2.mp4,../nn/locker_room_2.mp4
94,"""The meeting room features a large rectangular table in the center surrounded by eight ergonomic chairs. On one wall, a large whiteboard is available for presentations, while a credenza along the back holds a coffee station.""",../sceneprog/meeting_room_0.mp4,../nn/meeting_room_0.mp4
95,"""A sleek meeting room scene features a long glass table flanked by modern high-back chairs. One wall is adorned with a digital display board, while a potted plant adds a touch of greenery to the corner.""",../sceneprog/meeting_room_1.mp4,../nn/meeting_room_1.mp4
96,"""A boardroom scene features a large mahogany table surrounded by ten leather chairs. At the head of the table, a podium is set up with a microphone, a sideboard with decor items on it is placed in the back.""",../sceneprog/meeting_room_2.mp4,../nn/meeting_room_2.mp4
97,"""The museum hall features a central exhibit showcasing a large dragon on a raised platform. Spotlights from the ceiling illuminate the artifact, and benches are positioned along the walls for visitors.""",../sceneprog/museum_0.mp4,../nn/museum_0.mp4
98,"""The museum includes an art gallery room with paintings arranged along the walls in ornate frames. A long bench sits in the middle of the room, allowing visitors to admire the artwork, while soft lighting highlights each piece.""",../sceneprog/museum_1.mp4,../nn/museum_1.mp4
99,"""The war museum has a central exhibit featuring a tank on a raised platform. Next to the tank, several seats are arranged for visitors to watch a documentary. """,../sceneprog/museum_2.mp4,../nn/museum_2.mp4
100,"""The studio features an electric guitar leaning on a stand next to a small amplifier. Opposite this setup is a cozy seating area with a small couch and a coffee table holding music magazines.""",../sceneprog/music_studio_0.mp4,../nn/music_studio_0.mp4
101,"""The center of the music studio is anchored by a large workstation desk with a dual-monitor setup. Surrounding the desk are racks of amplifiers and audio interfaces, along with a swivel chair.""",../sceneprog/music_studio_1.mp4,../nn/music_studio_1.mp4
102,"""The nursery features a crib placed against one wall with a floor lamp next to it. On the opposite side, there is a rocking chair with a small side table holding a baby bottle and a lamp.""",../sceneprog/nursery_0.mp4,../nn/nursery_0.mp4
103,"""The nursery is anchored by a crib in the center of the room, flanked by a small dresser on one side and a laundry basket on the other. Above the crib, a string of fairy lights adds a warm glow.""",../sceneprog/nursery_1.mp4,../nn/nursery_1.mp4
104,"""A small nursery contains a toddler bed against one wall with a rug featuring colorful shapes in the middle of the room. Along one side, a toy chest sits next to a small bookshelf. Several stuffed animals are scattered on the rug.""",../sceneprog/nursery_2.mp4,../nn/nursery_2.mp4
105,"""The office features a large wooden desk with a leather chair, facing a window with a view. A bookshelf lines one wall, filled with books and decor items, and a potted plant sits on the desk.""",../sceneprog/office_0.mp4,../nn/office_0.mp4
106,"""The office includes a sleek glass desk with a modern office chair, positioned against one wall. A large whiteboard is mounted on the opposite wall, and a floor lamp provides additional lighting.""",../sceneprog/office_1.mp4,../nn/office_1.mp4
107,"""The office features a private workspace with a corner desk and a cushioned chair. A floor lamp provides additional lighting, and a small side table holds a phone and a notepad.""",../sceneprog/office_2.mp4,../nn/office_2.mp4
108,"""The operating room features a large surgical table in the center, surrounded by medical equipment and monitors. A table is placed in the corner with a monitor on top. There is also an x-ray machine in the room""",../sceneprog/operating_room_0.mp4,../nn/operating_room_0.mp4
109,"""The operating room includes a large surgical table in the center, with a row of overhead lights above it. Along one wall, there is a cabinet with medical supplies, and a computer terminal is placed in the corner on a desk.""",../sceneprog/operating_room_1.mp4,../nn/operating_room_1.mp4
110,"""The operating room features a large surgical table in the center, surrounded by medical equipment and monitors. There are three seats placed along the left for the medical staff.""",../sceneprog/operating_room_2.mp4,../nn/operating_room_2.mp4
111,"""A compact pantry includes metal wire racks along both walls. In the center, a rolling cart holds supplies. A vending machine is placed near the entrance for quick snacks.""",../sceneprog/pantry_0.mp4,../nn/pantry_0.mp4
112,"""The pantry features tall cabinets with pull-out drawers, each filled with dry goods and snacks. A ladder is placed nearby for easy access. In the center, a coffee table holds a coffee maker and mugs with two seats around it.""",../sceneprog/pantry_1.mp4,../nn/pantry_1.mp4
113,"""The pantry has a sleek and modern design, with pull-out shelves. On one wall, a pegboard is mounted with hooks for hanging kitchen utensils. Additionally, the pantry has a refrigerator unit, a microwave and a sink.""",../sceneprog/pantry_2.mp4,../nn/pantry_2.mp4
114,"""The prison cell features a narrow bed with a thin mattress and a small pillow. A metal toilet and sink are attached to one wall, and a small window allows minimal light to enter the room.""",../sceneprog/prison_cell_0.mp4,../nn/prison_cell_0.mp4
115,"""The prison cell includes a cot placed along one wall with a small, bolted desk and stool on the opposite side. A small, window lets in minimal light.""",../sceneprog/prison_cell_1.mp4,../nn/prison_cell_1.mp4
116,"""The prison cell has a single bed positioned against one wall with a shelf along the adjacent wall. Across from the bed is a metal sink and toilet unit. The cell also features a narrow, window.""",../sceneprog/prison_cell_2.mp4,../nn/prison_cell_2.mp4
117,"""The restaurant scene includes four rectangular tables with four chairs each placed in the center. Towards the back is a reception desk. The walls are adorned with framed artwork.""",../sceneprog/resturant_0.mp4,../nn/resturant_0.mp4
118,"""The restaurant features a row of booths along one wall, with round tables and chairs in the center. A small bar area is set up along the right wall. The scene is illuminated by pendant lights hanging from the ceiling.""",../sceneprog/resturant_1.mp4,../nn/resturant_1.mp4
119,"""The shoe shop features a long wall of tiered shelves displaying a variety of footwear, with seating benches placed at intervals for customers to try on shoes. A central checkout counter is positioned at the entrance.""",../sceneprog/shoe_shop_0.mp4,../nn/shoe_shop_0.mp4
120,"""The shop includes tall storage units placed in a L-shape arrangement along the back and side walls. One of the walls has a row of mirrors for customers to view themselves wearing the shoes. A small seating area is placed in the center.""",../sceneprog/shoe_shop_1.mp4,../nn/shoe_shop_1.mp4
121,"""A luxury shoe store has three display tables in the center of the room, with a variety of shoes on top. Along the back are several shelves, and a reception desk is placed opposite to the shelves. A small seating arrangement is placed on the right side with some couches and coffee tables.""",../sceneprog/shoe_shop_2.mp4,../nn/shoe_shop_2.mp4
122,"""The toy store features a central display table showcasing the latest action figures and plush toys, surrounded by tall shelving units along walls on either side. A checkout counter is placed at the entrance.""",../sceneprog/toy_store_0.mp4,../nn/toy_store_0.mp4
123,"""The toy store features three central display tables with a variety of toys. Along the left, there are several shelves. A reception desk is placed opposite to the shelves with floor lamps on either side.""",../sceneprog/toy_store_1.mp4,../nn/toy_store_1.mp4
124,"""The toy store features a play area with a rug and several toys placed on it. Along the walls, there are shelves. A few seats are placed along the right wall for parents to sit.""",../sceneprog/toy_store_2.mp4,../nn/toy_store_2.mp4
125,"""The TV studio features a central anchor desk with three swivel chairs placed behind it. Opposite the desk, there is a seating area with two armchairs and a coffee table.""",../sceneprog/tv_studio_0.mp4,../nn/tv_studio_0.mp4
126,"""The studio contains a long rectangular desk with sleek chairs on one side, facing the camera. Behind the desk, a lit panel displays the studio logo.""",../sceneprog/tv_studio_1.mp4,../nn/tv_studio_1.mp4
127,"""The TV studio includes a news desk with multiple monitors displaying live feeds. A camera on a tripod is positioned in front of the desk, and a green screen is set up for weather forecasts.""",../sceneprog/tv_studio_2.mp4,../nn/tv_studio_2.mp4
128,"""The video store features several shelves arranged in a grid pattern in the center with more arranged along the two adjacent walls. Along the front, there is a checkout counter. Along the left wall are a few sofas with round tables placed in front and TVs placed on top of each table.""",../sceneprog/video_store_0.mp4,../nn/video_store_0.mp4
129,"""The video store includes a central island with a variety of DVDs and Blu-rays on display. Along the walls, there are tall shelves with additional movies. A checkout counter is placed near the entrance.""",../sceneprog/video_store_1.mp4,../nn/video_store_1.mp4
130,"""The video store features a row of shelves placed in a U-shape arrangement along the back and side walls. In the center, more shelves are placed. A checkout counter is placed near the front with some armchairs next to it. """,../sceneprog/video_store_2.mp4,../nn/video_store_2.mp4
131,"""The waiting room features a row of three cushioned chairs along one wall, with a small coffee table in front holding magazines and a potted plant. A water cooler is placed in one corner.""",../sceneprog/waiting_room_0.mp4,../nn/waiting_room_0.mp4
132,"""The waiting room features four comfortable chairs arranged in a semi-circle, facing a wall-mounted TV. A small side table is placed between each chair, holding coasters and hand sanitizers.""",../sceneprog/waiting_room_1.mp4,../nn/waiting_room_1.mp4
133,"""The waiting room features a row of cushioned chairs placed against one wall, with a coffee table in the center holding magazines and a small vase of flowers. A painting hangs on the opposite wall, adding a touch of warmth to the space.""",../sceneprog/waiting_room_2.mp4,../nn/waiting_room_2.mp4
134,"""The warehouse features rows of tall metal shelves. Two forklifts are parked in the center, and a small workstation with a computer is set up by the entrance.""",../sceneprog/warehouse_0.mp4,../nn/warehouse_0.mp4
135,"""The warehouse features a receiving area with goods being unloaded from a truck parked at the dock. Nearby, a row of carts are arranged neatly for use.""",../sceneprog/warehouse_1.mp4,../nn/warehouse_1.mp4
136,"""The warehouse includes a packing station with a conveyor belt for sorting packages. A row of shelves holds shipping supplies, and a computer terminal is set up for tracking inventory.""",../sceneprog/warehouse_2.mp4,../nn/warehouse_2.mp4
137,"""The wine cellar features a long wooden rack spanning one wall, filled with neatly arranged wine bottles. A tasting table with two stools is placed in the center of the room, illuminated by a hanging pendant light.""",../sceneprog/wine_cellar_0.mp4,../nn/wine_cellar_0.mp4
138,"""The wine cellar has a stone archway entrance leading to a room filled with wine racks and barrels. A small table with a decanter and glasses is set up for wine tasting, and a cozy seating area is placed in one corner.""",../sceneprog/wine_cellar_1.mp4,../nn/wine_cellar_1.mp4
139,"""The wine cellar includes wine racks along the walls, with a central tasting table and a set of high stools. A small bar cart is placed in one corner, stocked with additional bottles and glasses.""",../sceneprog/wine_cellar_2.mp4,../nn/wine_cellar_2.mp4
